app_name,platform,developer,store_category,user_category,version,release_date,is_current,initial_release,release_notes,categories,llm_summary,confidence,source_url,data_quality_note
Google Maps,Android,Google LLC,Travel & Local,Navigation,26.17.02.901412876,2026-04-22,False,,Thanks for using Google Maps! This release brings bug fixes that improve our product to help you discover new places and navigate to them. Become a beta tester: goo.gl/vLUcaJ,"[""bug_fixes_performance""]",Bug fixes to improve product; no specific changes disclosed,high,https://www.apkmirror.com/apk/google-inc/maps/google-maps-26-17-02-901412876-release/,Historical version from APKMirror (stratified sample of 520 pool; version_type=Stable); release_notes from APKMirror detail page
Google Maps,Android,Google LLC,Travel & Local,Navigation,26.15.04.894202351,2026-04-24,False,,Thanks for using Google Maps! This release brings bug fixes that improve our product to help you discover new places and navigate to them. Become a beta tester: goo.gl/vLUcaJ,"[""bug_fixes_performance""]",Bug fixes to improve product; no specific changes disclosed,high,https://www.apkmirror.com/apk/google-inc/maps/google-maps-26-15-04-894202351-release/,Historical version from APKMirror (stratified sample of 520 pool; version_type=Stable); release_notes from APKMirror detail page
Google Maps,Android,Google LLC,Travel & Local,Navigation,26.16.12.898594237,2026-04-24,False,,Thanks for using Google Maps! This release brings bug fixes that improve our product to help you discover new places and navigate to them. Become a beta tester: goo.gl/vLUcaJ,"[""bug_fixes_performance""]",Bug fixes to improve navigation and place discovery,medium,https://www.apkmirror.com/apk/google-inc/maps/google-maps-26-16-12-898594237-release/,Historical version from APKMirror (stratified sample of 520 pool; version_type=Stable); release_notes from APKMirror detail page
Google Maps,Android,Google LLC,Travel & Local,Navigation,26.16.13.898594237,2026-04-29,False,,,"[""unavailable""]",Release notes not available for this version,high,https://www.apkmirror.com/apk/google-inc/maps/google-maps-26-16-13-898594237-release/,Historical version from APKMirror (stratified sample of 520 pool; version_type=Stable)
Google Maps,Android,Google LLC,Travel & Local,Navigation,26.17.06.901412876,2026-04-29,False,,,"[""unavailable""]",Release notes not available for this version,high,https://www.apkmirror.com/apk/google-inc/maps/google-maps-26-17-06-901412876-release/,Historical version from APKMirror (stratified sample of 520 pool; version_type=Stable)
Google Maps,Android,Google LLC,Travel & Local,Navigation,Varies with device,2026-04-30,True,,Thanks for using Google Maps! This release brings bug fixes that improve our product to help you discover new places and navigate to them. Become a beta tester: http://goo.gl/vLUcaJ,"[""bug_fixes_performance""]",Bug fixes to improve navigation and place discovery,medium,https://play.google.com/store/apps/details?id=com.google.android.apps.maps,Current version retrieved from google-play-scraper; release_notes backfilled from Google Play web page
Google Maps,iOS,Google,Navigation,Navigation,6.71.0,2012-12-13,False,2012-12-13T04:21:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20230618135053/https://apps.apple.com/us/app/id585027354,Historical snapshot from Wayback Machine (20230618)
Google Maps,iOS,Google,Navigation,Navigation,26.18.0,2026-05-01,True,2012-12-13T04:21:00Z,Thanks for using Google Maps! This release brings bug fixes that improve our product to help you discover new places and navigate to them.,"[""bug_fixes_performance""]",Bug fixes to improve product stability and navigation,high,https://itunes.apple.com/lookup?id=585027354,Current version retrieved from iTunes Lookup API
Instagram,Android,Instagram,Social,Social Media,Varies with device,2026-05-04,True,,,"[""unavailable""]",Release notes not available for this version,high,https://play.google.com/store/apps/details?id=com.instagram.android,Current version retrieved from google-play-scraper
Instagram,iOS,"Instagram, Inc.",Photo & Video,Social Media,102.0,2010-10-06,False,2010-10-06T08:12:41Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20190719074629/https://apps.apple.com/us/app/id389801252,Historical snapshot from Wayback Machine (20190719)
Instagram,iOS,"Instagram, Inc.",Photo & Video,Social Media,106.0,2010-10-06,False,2010-10-06T08:12:41Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20190818113928/https://apps.apple.com/us/app/id389801252,Historical snapshot from Wayback Machine (20190818)
Instagram,iOS,"Instagram, Inc.",Photo & Video,Social Media,428.2.0,2026-05-05,True,2010-10-06T08:12:41Z,"Performance optimizations and stability improvements for a smoother, more reliable experience.","[""bug_fixes_performance""]",Performance optimizations and stability improvements for smoother experience,high,https://itunes.apple.com/lookup?id=389801252,Current version retrieved from iTunes Lookup API
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.63.0,2026-04-22,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-63-0-build-4-64202-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.63.1,2026-04-24,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-63-1-build-5-64052-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.64.0,2026-04-25,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-64-0-build-5-64222-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.64.0,2026-04-25,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-64-0-build-5-64222-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.64.0,2026-04-27,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-64-0-build-6-64226-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.64.0,2026-04-27,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-64-0-build-6-64226-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.65.0,2026-05-01,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic update description; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-65-0-build-6-64238-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.65.0,2026-05-01,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-65-0-build-6-64238-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.65.0,2026-05-02,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic update description; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-65-0-build-7-64242-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,9.65.0,2026-05-02,False,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-65-0-build-7-64242-release/,Historical version from APKMirror (stratified sample of 500 pool; version_type=Stable); release_notes from APKMirror detail page
Netflix,Android,"Netflix, Inc.",Entertainment,Entertainment,Varies with device,2026-05-04,True,,Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.,"[""other""]",Generic marketing prose; no specific changes disclosed,low,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,Current version retrieved from google-play-scraper; release_notes backfilled from Google Play web page
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,12.12.0,2010-03-31,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20191205155626/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20191205)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,12.49.0,2010-03-31,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20200916165951/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20200916)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,13.13.0,2010-03-31,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20210203185452/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20210203)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,13.23.0,2010-03-31,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20210416093106/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20210416)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,11.42.0,2010-04-01,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20190717084001/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20190717)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,11.46.0,2010-04-01,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20190818015043/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20190818)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,14.30.0,2010-04-01,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20220401074317/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20220401)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,16.1,2010-04-01,False,2010-04-01T20:41:34Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20230927113719/https://apps.apple.com/us/app/id363590051,Historical snapshot from Wayback Machine (20230927)
Netflix,iOS,"Netflix, Inc.",Entertainment,Entertainment,18.30.0,2026-05-04,True,2010-04-01T20:41:34Z,"We’re working on the app experience. You work on what, when, and how you watch next. That's equally as important.

We know you have choices. In this release, we made gallery improvements so it’s easier to find the perfect thing to watch.","[""ui_design""]",Gallery improvements to help users find content,medium,https://itunes.apple.com/lookup?id=363590051,Current version retrieved from iTunes Lookup API
PayPal,Android,PayPal Mobile,Finance,Finance,8.105.1,2026-04-22,True,,"Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","[""payments_monetization""]",Promotes cash back offers and saving features,medium,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile,Current version retrieved from google-play-scraper; release_notes backfilled from Google Play web page
PayPal,iOS,"PayPal, Inc.",Finance,Finance,7.14.0,2008-07-11,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20190917171410/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20190917)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,7.33.0,2019-02-02,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20201025162548/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20201025)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,7.40.0,2019-02-02,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20210417005632/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20210417)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,7.42.1,2019-02-02,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20210616012504/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20210616)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.7.1,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20211220223958/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20211220)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.8.2,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20220104003045/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20220104)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.12.0,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20220308011651/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20220308)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.16.0,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20220507071926/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20220507)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.36.0,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20230326023127/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20230326)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.49.0,2019-02-03,False,2019-02-03T08:00:00Z,,"[""unavailable""]",Release notes not available for this version,high,https://web.archive.org/web/20230924173347/https://apps.apple.com/us/app/id283646709,Historical snapshot from Wayback Machine (20230924)
PayPal,iOS,"PayPal, Inc.",Finance,Finance,8.106.0,2026-05-04,True,2019-02-03T08:00:00Z,"Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","[""payments_monetization""]",Promotes cash back offers and saving features,medium,https://itunes.apple.com/lookup?id=283646709,Current version retrieved from iTunes Lookup API
TikTok,Android,TikTok Pte. Ltd.,Social,Social Media,43.9.3,2026-03-03,False,,Add the latest stickers to your videos.,"[""new_product_feature""]",Added new stickers for video creation,high,https://www.apkmirror.com/apk/tiktok-pte-ltd/tik-tok/tiktok-43-9-3-2-release/,Historical version from APKMirror (stratified sample of 482 pool; version_type=Stable); release_notes from APKMirror detail page
